book_ref,book_date,total_amount
0473C4,2017-08-03 12:31:00+03,26800
47408,2017-07-26 17:18:00+03,13400
0474B3,2017-08-03 14:25:00+03,381400
0474C4,2017-07-12 02:08:00+03,68000
47523,2017-08-09 07:15:00+03,31700
04752F,2017-08-10 06:03:00+03,65900
04755E,2017-07-18 05:35:00+03,28000
04761B,2017-08-04 16:22:00+03,23200
47630,2017-08-09 13:29:00+03,67700
0476C7,2017-07-01 20:04:00+03,28000
0476ED,2017-08-14 01:50:00+03,52700
0476FB,2017-07-03 10:33:00+03,44600
47769,2017-07-02 03:40:00+03,12000
04779A,2017-07-08 06:55:00+03,56000
0477BC,2017-06-24 02:01:00+03,25800
0477F2,2017-07-14 08:16:00+03,36800
04780D,2017-08-04 20:45:00+03,76800
47837,2017-07-01 17:45:00+03,168000
0478F2,2017-08-11 07:23:00+03,59300
47936,2017-07-25 18:45:00+03,39500
47942,2017-08-11 04:53:00+03,520600
04795A,2017-07-24 14:59:00+03,135400
047A33,2017-07-28 01:38:00+03,36200
047B23,2017-08-13 13:29:00+03,25100
047B53,2017-08-05 11:00:00+03,99300
047B6D,2017-08-02 22:14:00+03,44000
047BC0,2017-07-08 14:08:00+03,131600
047C62,2017-07-30 07:15:00+03,89700
047CCB,2017-07-10 23:55:00+03,46500
047D7A,2017-07-26 19:01:00+03,83700
047D98,2017-07-17 16:31:00+03,65500
047DDA,2017-08-15 03:41:00+03,62400
047DFC,2017-08-12 18:11:00+03,76300
4.70E+13,2017-08-11 22:24:00+03,8200
4.70E+51,2017-08-02 06:46:00+03,58400
4.70E+78,2017-07-22 04:02:00+03,75300
047E8F,2017-07-24 21:58:00+03,19600
047E9C,2017-07-16 20:30:00+03,23400
047EDE,2017-07-11 11:08:00+03,115900
047F28,2017-08-01 21:29:00+03,36500
047F74,2017-08-10 14:35:00+03,69500
047FDF,2017-07-10 23:50:00+03,20000
48005,2017-07-21 19:12:00+03,20600
48019,2017-07-23 03:30:00+03,80000
48056,2017-07-02 05:39:00+03,272300
0480F4,2017-08-10 15:27:00+03,192700
04810B,2017-07-24 10:19:00+03,38800
04816B,2017-07-08 20:00:00+03,66600
48172,2017-07-31 02:04:00+03,28000
04817D,2017-07-15 15:28:00+03,92000
48213,2017-07-09 18:05:00+03,60600
48241,2017-07-25 00:41:00+03,46400
48292,2017-07-25 05:39:00+03,112000
0482A6,2017-07-16 04:05:00+03,58000
48305,2017-07-26 23:58:00+03,23600
04831C,2017-07-27 18:37:00+03,16400
48361,2017-07-05 18:40:00+03,56000
04836E,2017-07-15 08:52:00+03,47000
48393,2017-07-07 17:27:00+03,137100
0483B7,2017-07-22 00:48:00+03,22000
0483FC,2017-07-24 21:51:00+03,492000
48501,2017-07-01 20:07:00+03,25000
48523,2017-08-11 23:02:00+03,14000
48610,2017-07-25 11:18:00+03,6000
04865F,2017-07-22 10:47:00+03,161800
0486D0,2017-08-05 22:34:00+03,66600
48718,2017-07-26 02:47:00+03,55800
04877D,2017-07-02 15:13:00+03,164500
0487CA,2017-08-15 12:23:00+03,81600
0487CE,2017-07-13 12:42:00+03,31400
48808,2017-07-19 17:18:00+03,57700
04881D,2017-08-13 10:09:00+03,59300
48842,2017-07-18 06:51:00+03,67400
48861,2017-07-15 03:56:00+03,194300
48882,2017-08-10 09:38:00+03,60400
04888F,2017-08-11 17:11:00+03,28800
48890,2017-07-24 11:06:00+03,26200
0488DA,2017-07-23 23:23:00+03,66600
0488F7,2017-07-11 12:54:00+03,26800
0488F8,2017-08-08 13:58:00+03,31600
4.89E+06,2017-07-15 06:02:00+03,243700
048A02,2017-07-24 16:32:00+03,123000
048A79,2017-07-23 09:49:00+03,25000
048AE9,2017-08-03 03:25:00+03,63300
048B1D,2017-07-21 02:00:00+03,50700
048B5C,2017-07-16 19:32:00+03,29600
048B95,2017-08-13 01:39:00+03,19600
048BB9,2017-07-09 19:41:00+03,81500
048BD6,2017-07-13 02:13:00+03,62600
048C63,2017-07-29 08:06:00+03,230000
048C7E,2017-08-14 14:27:00+03,80700
048D52,2017-08-08 06:55:00+03,36200
048D59,2017-08-14 15:06:00+03,46800
048D5E,2017-07-19 01:29:00+03,73600
4.80E+03,2017-07-19 04:45:00+03,89600
4.80E+32,2017-08-09 03:07:00+03,149300
4.80E+35,2017-07-25 06:29:00+03,156500
048E3A,2017-07-03 02:40:00+03,37200
048E4B,2017-08-01 23:58:00+03,20600
048EAF,2017-08-15 02:26:00+03,124200
048EC1,2017-07-10 06:44:00+03,265600
048ED3,2017-07-26 12:19:00+03,26800
048EF5,2017-07-06 02:40:00+03,86400
048FA6,2017-07-05 14:47:00+03,26800
49029,2017-08-12 08:56:00+03,85000
49047,2017-08-06 07:13:00+03,108500
04905D,2017-07-13 07:28:00+03,44000
49069,2017-07-07 06:48:00+03,42000
49071,2017-07-25 03:26:00+03,29400
49093,2017-07-13 02:41:00+03,8400
0490B3,2017-07-04 18:31:00+03,172100
0490BE,2017-07-03 15:09:00+03,32800
0490CA,2017-06-29 05:46:00+03,272300
4.90E+04,2017-08-08 16:13:00+03,85700
4.90E+10,2017-08-14 22:16:00+03,46400
49134,2017-08-05 09:28:00+03,24400
04914D,2017-08-10 09:43:00+03,78200
0491A7,2017-07-24 07:02:00+03,56000
0491F4,2017-07-16 20:40:00+03,14400
49235,2017-07-31 07:18:00+03,70600
0492A1,2017-06-28 18:36:00+03,67600
0492A9,2017-07-20 11:46:00+03,81500
0492CE,2017-08-06 01:13:00+03,7400
49324,2017-07-28 06:10:00+03,23100
0493D8,2017-08-10 00:18:00+03,67600
0493EB,2017-07-05 04:19:00+03,227500
49445,2017-08-06 18:22:00+03,27700
04948A,2017-07-10 06:46:00+03,23200
0494A0,2017-07-31 18:32:00+03,89600
0494C9,2017-08-07 18:54:00+03,37500
04952D,2017-07-04 16:31:00+03,43100
04954C,2017-07-29 08:19:00+03,14000
49555,2017-08-03 08:30:00+03,141100
04958B,2017-07-26 20:18:00+03,130400
04959E,2017-07-18 04:14:00+03,47200
0495CB,2017-07-16 13:35:00+03,24800
4.95E+04,2017-07-06 07:02:00+03,8000
4.95E+05,2017-07-05 00:03:00+03,58600
04963B,2017-07-15 03:36:00+03,65600
4.96E+09,2017-08-15 08:11:00+03,24000
0496F6,2017-07-23 04:56:00+03,116800
04971B,2017-08-12 04:03:00+03,54100
04974C,2017-08-13 08:53:00+03,14400
0497B0,2017-07-15 04:18:00+03,22400
0497B6,2017-07-20 07:41:00+03,38200
0497D3,2017-07-20 05:41:00+03,266200
0497D7,2017-08-08 17:03:00+03,71900
0497F2,2017-08-15 01:46:00+03,12600
49829,2017-08-09 10:12:00+03,73300
49831,2017-07-16 02:29:00+03,28800
49882,2017-07-09 03:38:00+03,26000
49898,2017-07-25 20:22:00+03,89000
0498C2,2017-07-03 02:43:00+03,40800
04994F,2017-08-03 17:40:00+03,64500
049A09,2017-08-04 21:18:00+03,43600
049A16,2017-07-22 10:09:00+03,23200
049AF3,2017-07-21 23:47:00+03,35400
049B0B,2017-07-09 09:16:00+03,16400
049B56,2017-08-10 18:09:00+03,114500
049B82,2017-07-01 15:26:00+03,86500
049C67,2017-08-04 03:25:00+03,25400
049C8F,2017-07-15 12:52:00+03,47000
049CA8,2017-07-23 13:36:00+03,25800
049CE9,2017-07-04 05:38:00+03,21800
049D7E,2017-07-22 06:48:00+03,21800
049DF8,2017-07-14 22:21:00+03,56000
4.90E+07,2017-07-27 17:52:00+03,44600
4.90E+51,2017-07-16 19:16:00+03,278200
049E5D,2017-07-04 21:20:00+03,10800
049E8F,2017-08-01 17:01:00+03,95600
049EB3,2017-08-10 16:24:00+03,18000
049EDA,2017-07-31 19:37:00+03,59200
049EE9,2017-08-10 06:26:00+03,59200
049EEC,2017-07-06 15:58:00+03,56100
049F04,2017-08-01 13:36:00+03,85000
049F24,2017-08-09 20:49:00+03,54500
049F6E,2017-08-04 18:54:00+03,122500
049FA5,2017-08-04 13:59:00+03,111600
049FD7,2017-07-26 03:28:00+03,226200
049FDF,2017-08-04 22:40:00+03,81700
049FEB,2017-06-30 07:36:00+03,10800
04A008,2017-07-29 05:14:00+03,131100
04A011,2017-08-13 04:47:00+03,10100
04A02E,2017-07-28 16:44:00+03,97800
04A038,2017-08-05 07:46:00+03,40800
04A073,2017-07-17 22:26:00+03,119300
04A0B1,2017-07-09 08:15:00+03,86600
04A0CB,2017-08-12 17:38:00+03,17200
04A144,2017-06-26 16:59:00+03,40800
04A19D,2017-07-24 22:58:00+03,166000
04A1E0,2017-07-04 20:56:00+03,112000
04A1F8,2017-08-09 12:41:00+03,191500
04A2E0,2017-07-31 17:40:00+03,36200
04A31F,2017-08-13 14:24:00+03,22400
04A36D,2017-07-15 05:33:00+03,27200
04A398,2017-07-14 10:30:00+03,32900
04A3C7,2017-08-09 19:37:00+03,139300
04A3DE,2017-08-01 22:05:00+03,13700
04A402,2017-07-20 08:39:00+03,55600
04A410,2017-08-01 18:29:00+03,47000
04A490,2017-08-05 02:22:00+03,26700
04A4B0,2017-07-24 01:28:00+03,36200
04A4B9,2017-07-09 05:26:00+03,76600
04A4EF,2017-07-14 05:30:00+03,269400
04A582,2017-08-06 08:56:00+03,82900
04A58A,2017-07-09 17:34:00+03,34000
04A5BF,2017-07-02 05:49:00+03,24400
04A5E2,2017-07-03 09:38:00+03,112600
04A5FD,2017-07-25 09:59:00+03,59800
04A616,2017-07-06 11:23:00+03,199700
04A624,2017-08-06 09:15:00+03,58100
04A64E,2017-08-08 09:37:00+03,46000
04A6A1,2017-08-01 14:44:00+03,6700
04A726,2017-08-06 02:14:00+03,42900
04A783,2017-08-13 04:28:00+03,56900
04A790,2017-07-06 11:05:00+03,84800
04A807,2017-07-30 08:33:00+03,58400
04A81C,2017-07-10 22:12:00+03,97700
04A8A6,2017-07-10 12:26:00+03,57300
04A8B0,2017-07-07 22:41:00+03,44000
04A8B8,2017-07-31 13:55:00+03,89200
04A948,2017-07-09 07:23:00+03,14400
04A972,2017-08-09 01:49:00+03,101200
04A99F,2017-07-09 15:35:00+03,20400
04A9EB,2017-08-14 19:58:00+03,58700
04AA24,2017-08-15 07:37:00+03,24300
04AA44,2017-07-11 23:08:00+03,105000
04AA5F,2017-07-07 00:21:00+03,62700
04AAB1,2017-07-05 11:25:00+03,14000
04ABA3,2017-08-15 05:03:00+03,31900
04ABD7,2017-07-01 17:17:00+03,51500
04ABFC,2017-08-11 20:55:00+03,88600
04AC07,2017-08-15 09:36:00+03,31700
04AC33,2017-07-06 23:27:00+03,105000
04AC69,2017-07-07 01:57:00+03,56000
04AC8A,2017-07-12 15:08:00+03,199700
04AC9E,2017-07-11 22:38:00+03,7400
04ACA1,2017-08-08 17:25:00+03,42900
04ACC0,2017-07-02 01:22:00+03,75600
04ACEE,2017-07-30 14:32:00+03,99300
04AD3E,2017-07-01 23:11:00+03,58700
04AE07,2017-07-26 19:08:00+03,64600
04AE35,2017-07-04 04:35:00+03,187600
04AE48,2017-07-10 18:07:00+03,193100
04AE53,2017-07-15 14:30:00+03,66100
04AE7D,2017-08-13 04:34:00+03,57400
04AF34,2017-07-15 16:11:00+03,76100
04AF47,2017-08-12 01:23:00+03,189800
04B08E,2017-07-19 03:33:00+03,51600
04B0CE,2017-07-02 00:20:00+03,14800
04B0E7,2017-07-03 18:38:00+03,10600
04B0E8,2017-06-28 16:06:00+03,60400
04B0F6,2017-07-04 03:39:00+03,35700
04B119,2017-08-06 18:51:00+03,74400
04B1CB,2017-07-11 20:01:00+03,39600
04B1D8,2017-07-03 23:17:00+03,31100
04B1DE,2017-08-02 04:52:00+03,11600
04B222,2017-08-12 11:50:00+03,55800
04B235,2017-06-25 09:47:00+03,41200
04B238,2017-07-28 21:59:00+03,40800
04B23A,2017-08-10 20:40:00+03,31400
04B23E,2017-07-12 06:04:00+03,24800
04B251,2017-07-19 02:53:00+03,48400
04B27E,2017-07-07 05:47:00+03,179200
04B2B6,2017-07-12 17:07:00+03,71500
04B2F2,2017-08-05 14:57:00+03,8400
04B301,2017-07-23 19:54:00+03,243700
04B33F,2017-07-11 05:15:00+03,135000
04B405,2017-07-30 14:12:00+03,90400
04B472,2017-07-27 09:59:00+03,51600
04B48A,2017-07-27 21:53:00+03,40100
04B496,2017-07-11 23:11:00+03,103300
04B55A,2017-07-01 18:06:00+03,19600
04B5DB,2017-08-01 03:36:00+03,57600
04B674,2017-07-05 09:42:00+03,28800
04B67C,2017-07-29 11:43:00+03,6700
04B780,2017-08-12 14:25:00+03,198500
04B798,2017-07-06 07:20:00+03,279600
04B7A2,2017-06-30 10:12:00+03,234700
04B7D3,2017-07-17 18:36:00+03,148700
04B80C,2017-07-09 02:40:00+03,54000
04B878,2017-07-15 13:29:00+03,67700
04B892,2017-07-23 23:29:00+03,65200
04B8CF,2017-07-17 01:02:00+03,22000
04B8FF,2017-08-07 16:49:00+03,53200
04B909,2017-07-14 03:38:00+03,59300
04B960,2017-08-10 11:16:00+03,22600
04B965,2017-07-09 13:40:00+03,139500
04B969,2017-07-06 23:03:00+03,21400
04B979,2017-08-10 00:11:00+03,67600
04B98A,2017-07-27 00:22:00+03,35400
04BA67,2017-08-11 12:26:00+03,26800
04BAD5,2017-07-06 23:11:00+03,75300
04BB76,2017-07-24 20:03:00+03,67300
04BB81,2017-07-20 11:30:00+03,28000
04BBA0,2017-08-14 03:13:00+03,45100
04BBAD,2017-08-12 03:32:00+03,32800
04BC77,2017-07-08 23:40:00+03,23900
04BCE1,2017-08-08 00:46:00+03,24800
04BDD9,2017-07-11 06:29:00+03,88200
04BDED,2017-08-05 01:07:00+03,47000
04BE3D,2017-08-07 10:09:00+03,46700
04BE51,2017-07-20 04:33:00+03,65900
04BE61,2017-07-27 10:34:00+03,23200
04BE68,2017-07-14 09:25:00+03,62000
04BF0C,2017-07-25 12:25:00+03,55100
04C08D,2017-07-25 05:43:00+03,28000
04C125,2017-08-12 06:08:00+03,47400
04C1CB,2017-07-11 02:32:00+03,36200
04C204,2017-07-22 02:12:00+03,202700
04C26B,2017-08-09 14:14:00+03,54800
04C310,2017-07-21 12:54:00+03,97500
04C3A4,2017-08-06 05:26:00+03,123000
04C3B9,2017-07-20 23:57:00+03,103800
04C3D5,2017-07-08 11:22:00+03,42800
04C3E7,2017-07-08 02:27:00+03,66400
04C452,2017-07-24 14:57:00+03,24400
04C47C,2017-08-13 09:19:00+03,36100
04C4F9,2017-07-09 17:50:00+03,85000
04C513,2017-07-09 12:41:00+03,59200
04C545,2017-08-02 10:16:00+03,112000
04C546,2017-08-13 21:43:00+03,64600
04C572,2017-07-06 20:13:00+03,35700
04C575,2017-07-10 17:18:00+03,21000
04C655,2017-08-11 02:10:00+03,17200
04C718,2017-08-14 19:50:00+03,40000
04C728,2017-07-07 16:24:00+03,136000
04C76C,2017-07-28 13:40:00+03,12400
04C7E2,2017-08-14 17:48:00+03,91100
04C7EA,2017-07-16 11:51:00+03,6700
04C918,2017-07-23 15:27:00+03,28000
04C9B0,2017-07-31 15:25:00+03,67700
04C9E7,2017-08-09 04:19:00+03,56000
04CA36,2017-07-09 13:17:00+03,23200
04CA7D,2017-07-05 20:46:00+03,146200
04CA86,2017-07-25 23:37:00+03,58600
04CAE0,2017-08-13 14:21:00+03,49800
04CAE4,2017-07-22 13:27:00+03,112000
04CAF3,2017-06-30 04:05:00+03,59800
04CB2A,2017-06-30 18:26:00+03,54700
04CB2C,2017-06-29 09:25:00+03,64100
04CB6A,2017-08-01 08:09:00+03,28300
04CB82,2017-06-30 14:00:00+03,116000
04CC15,2017-08-10 09:03:00+03,126600
04CCFE,2017-07-12 04:53:00+03,44800
04CD3D,2017-07-24 10:11:00+03,87200
04CD47,2017-08-14 14:25:00+03,116100
04CD6E,2017-07-16 04:28:00+03,136800
04CD72,2017-08-04 21:57:00+03,47200
04CD7E,2017-07-17 09:20:00+03,72800
04CD83,2017-07-08 07:28:00+03,107300
04CDC1,2017-08-13 23:11:00+03,119600
04CE07,2017-07-02 01:35:00+03,68800
04CEC5,2017-07-08 16:53:00+03,73600
04CEF8,2017-07-27 10:58:00+03,40000
04CF0C,2017-08-04 22:28:00+03,63400
04CF5C,2017-07-26 23:08:00+03,112000
04D089,2017-07-22 19:33:00+03,123000
04D091,2017-07-16 15:17:00+03,65900
04D0B8,2017-07-22 17:25:00+03,88500
04D125,2017-08-09 07:02:00+03,76200
04D130,2017-07-01 01:00:00+03,56000
04D136,2017-07-01 14:29:00+03,109200
04D13E,2017-08-11 21:01:00+03,29600
04D171,2017-08-10 14:27:00+03,36200
04D20E,2017-07-19 02:24:00+03,81600
04D22C,2017-07-08 14:00:00+03,84500
04D234,2017-06-24 16:16:00+03,28600
04D24E,2017-07-25 17:00:00+03,72800
04D25A,2017-08-13 02:58:00+03,26000
04D382,2017-07-10 19:41:00+03,26700
04D398,2017-07-31 10:08:00+03,86800
04D3DE,2017-07-19 18:04:00+03,22000
04D403,2017-07-08 06:01:00+03,40000
04D522,2017-07-27 00:02:00+03,218400
04D592,2017-07-25 00:49:00+03,114700
04D5FA,2017-08-11 21:03:00+03,25100
04D602,2017-07-28 21:43:00+03,40800
04D6ED,2017-07-17 02:20:00+03,40600
04D754,2017-07-18 02:13:00+03,28700
04D76B,2017-08-14 22:01:00+03,38000
04D7DA,2017-07-01 22:59:00+03,48000
04D7F8,2017-07-17 04:19:00+03,6300
04D7FB,2017-07-18 10:28:00+03,44000
04D825,2017-07-13 11:00:00+03,75600
04D89E,2017-07-18 14:18:00+03,58700
04D8CF,2017-08-12 01:27:00+03,67500
04D8E0,2017-07-02 16:33:00+03,139300
04D930,2017-07-05 07:07:00+03,35700
04D94F,2017-08-02 09:57:00+03,12600
04D956,2017-07-25 13:41:00+03,32900
04D9AC,2017-07-20 07:30:00+03,22000
04D9AD,2017-07-10 05:01:00+03,22000
04D9B9,2017-07-13 02:49:00+03,67100
04DA08,2017-07-06 12:37:00+03,153600
04DA8C,2017-07-21 18:16:00+03,19600
04DA95,2017-08-14 10:52:00+03,83600
04DB2B,2017-08-07 01:02:00+03,61800
04DB6F,2017-07-18 07:42:00+03,25200
04DBCC,2017-07-22 11:51:00+03,103900
04DBD2,2017-07-11 13:30:00+03,124200
04DBEF,2017-07-31 05:18:00+03,66600
04DBFB,2017-08-05 12:58:00+03,332100
04DC34,2017-06-29 13:50:00+03,21500
04DC3B,2017-08-01 06:25:00+03,56000
04DC3F,2017-07-15 13:14:00+03,135700
04DC9A,2017-07-08 16:28:00+03,133200
04DCA1,2017-07-11 06:16:00+03,95300
04DCA8,2017-07-15 12:28:00+03,282100
04DCA9,2017-07-15 19:04:00+03,19600
04DD35,2017-08-08 10:34:00+03,90400
04DD96,2017-07-20 15:49:00+03,63200
04DDC7,2017-07-16 23:48:00+03,29100
04DE07,2017-08-05 20:38:00+03,34000
04DE0A,2017-07-27 13:37:00+03,102100
04DE10,2017-08-03 05:05:00+03,75600
04DE97,2017-07-25 10:37:00+03,94000
04DEEF,2017-07-01 08:02:00+03,44000
04DF3D,2017-07-14 19:59:00+03,83600
04DF89,2017-07-15 22:21:00+03,43900
04DFF8,2017-07-06 21:23:00+03,111600
4.00E+23,2017-07-07 00:46:00+03,82300
04E03A,2017-07-07 22:30:00+03,40400
04E06E,2017-08-04 00:58:00+03,69000
04E0FC,2017-08-14 04:30:00+03,58000
4.00E+130,2017-07-22 08:08:00+03,40000
04E17F,2017-07-17 04:55:00+03,50600
04E19E,2017-07-31 19:33:00+03,37900
04E1A6,2017-07-25 00:21:00+03,17600
4.00E+232,2017-07-23 17:12:00+03,14000
4.00E+285,2017-07-14 23:19:00+03,55600
04E2BE,2017-08-13 14:35:00+03,112000
04E359,2017-08-02 20:31:00+03,40000
04E393,2017-07-07 19:14:00+03,44700
04E3B2,2017-08-09 07:56:00+03,90800
04E3BC,2017-07-03 08:37:00+03,11800
04E41B,2017-07-21 01:43:00+03,112000
04E42D,2017-07-06 01:58:00+03,6700
04E431,2017-08-09 18:20:00+03,49600
04E435,2017-07-03 12:52:00+03,103500
04E46B,2017-08-01 10:07:00+03,28800
04E50D,2017-07-30 00:32:00+03,47000
04E5AC,2017-08-14 22:27:00+03,244600
04E5EE,2017-07-26 18:58:00+03,187600
04E662,2017-08-13 19:58:00+03,172200
04E66D,2017-07-13 23:31:00+03,38200
04E6D8,2017-07-05 17:39:00+03,93700
04E71B,2017-08-01 19:37:00+03,92100
04E73C,2017-07-31 10:50:00+03,42400
04E778,2017-07-18 11:18:00+03,67200
04E79D,2017-08-07 15:14:00+03,42800
04E7C6,2017-07-26 03:37:00+03,14000
04E869,2017-07-02 13:44:00+03,92500
04E8E1,2017-07-25 06:50:00+03,32800
04E8F4,2017-08-08 21:54:00+03,81700
04E906,2017-07-27 14:33:00+03,270600
04E92D,2017-07-19 20:03:00+03,46400
04E969,2017-07-16 16:40:00+03,46000
04E99D,2017-08-08 11:08:00+03,47400
04E9B6,2017-07-06 05:15:00+03,40400
04E9C8,2017-07-10 02:40:00+03,492000
04EA31,2017-07-17 19:08:00+03,47000
04EA3C,2017-07-01 23:34:00+03,46000
04EA5B,2017-07-17 07:34:00+03,103900
04EA68,2017-07-15 08:10:00+03,12600
04EB2C,2017-07-08 02:49:00+03,153900
04EB36,2017-08-12 05:20:00+03,66600
04EBAF,2017-07-17 19:57:00+03,26700
04EBE7,2017-07-15 05:20:00+03,25400
04EBFD,2017-07-21 06:01:00+03,65400
04EC2C,2017-08-07 02:31:00+03,31000
04EC52,2017-08-04 15:25:00+03,21000
04EC69,2017-07-27 02:40:00+03,32700
04EC84,2017-07-27 06:21:00+03,58000
04ECAC,2017-08-07 00:05:00+03,136100
04ECCF,2017-08-13 12:02:00+03,167400
04ECD2,2017-08-02 05:31:00+03,31100
04ECE9,2017-08-14 13:13:00+03,31700
04ED0E,2017-08-10 12:44:00+03,14800
04ED12,2017-07-20 22:06:00+03,22200
04ED55,2017-07-28 02:12:00+03,40800
04EDD0,2017-08-05 11:18:00+03,84800
04EE02,2017-07-20 10:03:00+03,56000
04EE0B,2017-07-19 20:38:00+03,112000
04EE4E,2017-07-03 01:50:00+03,46300
04EE53,2017-08-06 13:19:00+03,139300
04EE68,2017-07-17 11:18:00+03,73400
04EF3C,2017-08-04 22:53:00+03,167400
04EF61,2017-07-20 07:48:00+03,46300
04EFCB,2017-07-16 20:05:00+03,203300
04F064,2017-07-10 02:55:00+03,48800
04F170,2017-07-20 03:04:00+03,239700
04F180,2017-07-24 05:25:00+03,40000
04F1AD,2017-07-12 17:01:00+03,75600
04F1DC,2017-08-09 05:09:00+03,214500
04F211,2017-07-15 00:28:00+03,23200
04F21D,2017-07-19 17:32:00+03,85000
04F24C,2017-08-10 03:41:00+03,128100
04F254,2017-08-12 11:33:00+03,46400
04F2DE,2017-07-18 20:05:00+03,55800
04F339,2017-07-04 04:37:00+03,114500
04F3E4,2017-07-14 11:35:00+03,24400
04F441,2017-07-14 17:54:00+03,40900
04F451,2017-07-03 13:29:00+03,39200
04F4A6,2017-07-22 22:45:00+03,85500
04F4AC,2017-07-05 17:15:00+03,62700
04F4D4,2017-07-30 05:59:00+03,92500
04F54C,2017-08-11 02:19:00+03,91100
04F564,2017-07-01 20:13:00+03,92100
04F569,2017-07-24 23:49:00+03,34600
04F5C1,2017-07-05 08:19:00+03,43000
04F5D2,2017-07-14 14:16:00+03,133200
04F62A,2017-08-11 06:13:00+03,13400
04F631,2017-08-02 17:21:00+03,22200
04F72F,2017-07-23 20:44:00+03,15700
04F78D,2017-08-14 05:36:00+03,136200
04F79F,2017-07-14 07:44:00+03,32700
04F7AD,2017-07-27 18:32:00+03,56000
04F889,2017-08-09 13:24:00+03,39300
04F8D1,2017-07-19 22:54:00+03,46300
04F93A,2017-07-04 14:46:00+03,113800
04F974,2017-08-15 10:31:00+03,160800
04F975,2017-07-07 15:47:00+03,40300
04F9B3,2017-07-18 05:33:00+03,31600
04F9CB,2017-08-04 12:18:00+03,84800
04FA52,2017-07-31 00:20:00+03,167400
04FAF2,2017-07-13 17:50:00+03,75800
04FB29,2017-07-23 17:13:00+03,111600
04FB47,2017-07-23 16:47:00+03,26000
04FB60,2017-08-03 00:48:00+03,59700
04FB7C,2017-07-09 23:12:00+03,87000
04FBCD,2017-07-17 09:16:00+03,81900
04FBEA,2017-07-13 14:10:00+03,6700
04FBF0,2017-07-19 12:13:00+03,38000
04FBF1,2017-07-05 14:48:00+03,136200
04FC09,2017-07-27 12:43:00+03,21200
04FC35,2017-08-06 20:20:00+03,738000
04FC3C,2017-07-23 14:21:00+03,40800
04FCA3,2017-08-12 15:28:00+03,83100
04FCD9,2017-08-04 07:39:00+03,28800
04FCFC,2017-07-23 19:54:00+03,178700
04FD90,2017-07-29 03:27:00+03,90000
04FDBF,2017-07-17 09:42:00+03,70200
04FDC8,2017-07-27 17:22:00+03,68400
04FE1B,2017-08-14 04:35:00+03,80100
04FE36,2017-07-26 13:56:00+03,16800
04FE8C,2017-08-06 21:37:00+03,189300
4-ก.พ.-00,2017-07-27 18:58:00+03,26000
04FEEF,2017-08-10 17:03:00+03,19600
04FEFB,2017-07-14 22:58:00+03,135000
04FF4B,2017-07-06 02:24:00+03,13600
04FF9F,2017-07-04 15:29:00+03,78600
04FFC2,2017-07-27 05:59:00+03,63400
04FFEE,2017-07-19 01:34:00+03,15900
05001B,2017-08-02 10:59:00+03,27200
50022,2017-07-05 21:02:00+03,7300
05005F,2017-08-11 14:56:00+03,56000
0500C6,2017-08-10 02:39:00+03,14800
50113,2017-07-26 12:06:00+03,39100
50159,2017-07-28 17:53:00+03,35500
50161,2017-07-22 03:09:00+03,60400
0501DE,2017-07-08 23:01:00+03,36000
05020C,2017-08-06 15:06:00+03,396500
05027A,2017-07-09 22:13:00+03,33300
05029F,2017-07-09 23:59:00+03,131100
0502F1,2017-08-09 10:29:00+03,42800
05034F,2017-07-01 13:45:00+03,24500
50364,2017-07-16 01:27:00+03,170000
0503AA,2017-07-04 17:14:00+03,57500
0503C1,2017-06-28 23:52:00+03,92100
50415,2017-08-05 19:53:00+03,114800
50426,2017-07-17 07:12:00+03,44800
05045F,2017-07-16 05:45:00+03,22600
50463,2017-07-10 04:59:00+03,14400
50488,2017-07-12 15:56:00+03,398500
50505,2017-07-28 14:26:00+03,55800
50558,2017-08-08 09:16:00+03,185600
50578,2017-07-18 18:05:00+03,62000
50591,2017-07-13 01:46:00+03,66600
50594,2017-07-23 19:45:00+03,15100
50626,2017-08-15 15:25:00+03,43900
50668,2017-07-12 20:08:00+03,57400
50671,2017-07-29 02:43:00+03,67800
50675,2017-08-07 21:45:00+03,200400
50678,2017-07-22 01:00:00+03,18600
0506D7,2017-07-19 16:15:00+03,25100
05070A,2017-07-16 03:29:00+03,135400
50763,2017-07-25 16:12:00+03,186900
50782,2017-08-08 00:31:00+03,35800
0507D4,2017-07-30 23:26:00+03,260400
5.07E+05,2017-08-06 14:32:00+03,53000
05086C,2017-07-06 19:05:00+03,37200
05088D,2017-07-26 00:36:00+03,35200
